task_type,has_bug_fixing,has_code_refactoring,loc,files_touched,author,committer,authored_at,commited_at,commit_time_in_day,author_experience,committer_experience,code_quality,contribution_complexity,communication,total_nloc,avg_nloc,avg_ccn,avg_token,fun_cnt,warning_cnt,fun_rate,nloc_rate,duration
8,0,0,35,1,21,21,2019-04-01 10:13:28,2019-04-01 10:13:28,2,1,1,0.7762237762237763,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,37,1,21,21,2019-04-01 10:49:20,2019-04-01 10:49:20,2,1,1,0.7777777777777778,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,111,3,9,11,2019-04-02 18:04:31,2019-04-02 18:04:31,4,0,2,0.7793103448275862,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,52,1,9,11,2019-04-02 18:26:15,2019-04-02 18:26:15,4,0,2,0.7808219178082192,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,2,1,9,11,2019-04-02 18:43:13,2019-04-02 18:43:13,4,0,2,0.7755102040816326,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,2,1,9,11,2019-04-02 18:56:04,2019-04-02 18:56:04,4,0,2,0.7702702702702703,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,2,1,9,11,2019-04-02 19:14:24,2019-04-02 19:14:24,4,0,2,0.7718120805369127,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,32,2,9,11,2019-04-02 20:42:38,2019-04-02 20:42:38,4,0,2,0.7733333333333333,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,5,2,9,11,2019-04-02 21:01:26,2019-04-02 21:01:26,4,0,2,0.7748344370860927,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,1,1,9,11,2019-04-02 21:29:27,2019-04-02 21:29:27,4,0,2,0.7763157894736842,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,0,1,21,21,2019-04-03 08:12:36,2019-04-03 08:12:36,2,1,1,0.7777777777777778,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,56,1,21,11,2019-04-03 08:26:11,2019-04-03 08:26:11,2,1,2,0.7792207792207793,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,1,9,1,21,11,2019-04-03 08:28:59,2019-04-03 08:28:59,2,1,2,0.7806451612903226,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0,3,1,21,11,2019-04-03 08:36:35,2019-04-03 08:36:35,2,1,2,0.7756410256410257,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,2,1,21,11,2019-04-03 08:38:22,2019-04-03 08:38:22,2,1,2,0.7770700636942676,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,2,1,21,11,2019-04-03 08:39:53,2019-04-03 08:39:53,2,1,2,0.7721518987341772,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,3,1,21,11,2019-04-03 08:45:41,2019-04-03 08:45:41,2,1,2,0.7735849056603774,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,6,1,21,21,2019-04-03 08:49:18,2019-04-03 08:49:35,2,1,1,0.775,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047222222222222
7,0,0,15,1,9,11,2019-04-03 22:50:33,2019-04-03 22:50:33,4,0,2,0.7763975155279503,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,52,1,9,11,2019-04-03 23:14:23,2019-04-03 23:14:23,4,0,2,0.7777777777777778,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,9,1,9,11,2019-04-03 23:19:36,2019-04-03 23:19:36,4,0,2,0.7791411042944785,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,12,1,9,11,2019-04-03 23:35:45,2019-04-03 23:35:45,4,0,2,0.7804878048780488,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,2,1,9,11,2019-04-03 23:39:27,2019-04-03 23:39:27,4,0,2,0.7757575757575758,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,6,1,21,11,2019-04-04 09:43:54,2019-04-04 09:43:54,2,1,2,0.7771084337349398,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,6,2,21,21,2019-04-04 09:38:10,2019-04-04 09:47:50,2,1,1,0.7784431137724551,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1611111111111111
3,0,1,443,1,9,11,2019-04-08 18:02:24,2019-04-08 18:02:24,4,0,2,0.7797619047619048,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,35,1,9,11,2019-04-08 18:05:35,2019-04-08 18:05:35,4,0,2,0.7751479289940828,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,260,1,9,11,2019-04-09 16:26:39,2019-04-09 16:26:39,3,0,2,0.7764705882352941,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,52,1,10,10,2019-04-26 00:14:14,2019-04-26 00:14:14,1,0,0,0.7777777777777778,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,2,1,18,11,2019-04-26 12:24:01,2019-04-26 12:24:01,3,1,2,0.7790697674418605,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,2,1,10,10,2019-04-26 12:55:37,2019-04-26 12:55:37,3,0,0,0.7803468208092486,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,2,1,10,10,2019-04-26 18:41:53,2019-04-26 18:41:53,4,0,0,0.7758620689655172,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,2,1,10,10,2019-04-29 13:18:05,2019-04-29 13:18:05,3,0,0,0.7771428571428571,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,4,1,10,10,2019-04-29 14:44:37,2019-04-29 14:44:37,3,0,0,0.7784090909090909,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,4,1,10,10,2019-04-30 12:21:35,2019-04-30 12:21:35,3,0,0,0.7796610169491526,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,5,1,10,10,2019-04-30 14:15:54,2019-04-30 14:15:54,3,0,0,0.7808988764044944,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,4,1,10,10,2019-04-30 14:22:52,2019-04-30 14:22:52,3,0,0,0.776536312849162,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,386,8,21,21,2019-05-20 10:09:39,2019-05-20 10:09:39,2,1,1,0.7777777777777778,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,1440,8,21,21,2019-05-22 09:09:53,2019-05-22 09:10:05,2,1,1,0.7790055248618785,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033333333333333
8,0,0,1,1,9,11,2019-06-19 15:36:33,2019-06-19 15:36:33,3,0,2,0.7802197802197802,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,3,1,9,11,2019-06-19 17:36:20,2019-06-19 17:36:20,3,0,2,0.7814207650273224,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,10,1,21,11,2019-07-18 06:41:11,2019-07-18 06:41:11,2,1,2,0.782608695652174,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,26,1,21,11,2019-07-18 06:50:11,2019-07-18 06:50:11,2,1,2,0.7837837837837838,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,56,2,21,21,2019-07-18 07:55:16,2019-07-18 07:55:16,2,1,1,0.7849462365591398,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,2,1,21,11,2019-07-19 14:10:17,2019-07-19 14:10:17,3,1,2,0.786096256684492,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,2,1,21,11,2019-07-19 14:10:33,2019-07-19 14:10:33,3,1,2,0.7872340425531915,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,0,43,1,21,11,2019-07-22 14:18:29,2019-07-22 14:18:29,3,1,2,0.7883597883597884,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,1,1,21,21,2019-07-24 16:15:42,2019-07-24 16:15:42,3,1,1,0.7894736842105263,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,103,8,5,5,2019-07-25 01:32:13,2019-07-25 01:32:13,1,1,1,0.7853403141361257,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,264,5,5,5,2019-07-25 02:31:56,2019-07-25 02:31:56,1,1,1,0.7864583333333334,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,306,2,5,5,2019-07-25 02:35:35,2019-07-25 02:35:35,1,1,1,0.7875647668393783,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,9,2,5,5,2019-07-25 02:40:13,2019-07-25 02:40:13,1,1,1,0.788659793814433,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,6,1,5,5,2019-07-25 03:15:07,2019-07-25 03:15:07,1,1,1,0.7846153846153846,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,0,4,1,5,5,2019-07-25 03:22:54,2019-07-25 03:22:54,1,1,1,0.7857142857142857,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,0,2,1,21,21,2019-07-25 07:07:04,2019-07-25 07:07:04,2,1,1,0.7868020304568528,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,28,1,21,21,2019-07-25 07:25:16,2019-07-25 07:25:16,2,1,1,0.7828282828282829,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,5,1,5,5,2019-07-26 00:22:15,2019-07-26 00:22:15,1,1,1,0.7839195979899498,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,6,1,5,5,2019-07-27 04:12:31,2019-07-27 04:12:31,1,1,1,0.78,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,1,62,1,5,5,2019-07-27 05:20:26,2019-07-27 05:20:26,1,1,1,0.7810945273631841,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,0,8,1,5,5,2019-07-27 23:41:36,2019-07-27 23:41:36,4,1,1,0.7821782178217822,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,0,4,1,5,5,2019-07-27 23:56:33,2019-07-27 23:56:33,4,1,1,0.7832512315270936,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,11,1,5,5,2019-08-02 01:18:23,2019-08-02 01:18:23,1,1,1,0.7843137254901961,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,56,1,5,5,2019-08-02 01:36:09,2019-08-02 01:36:09,1,1,1,0.7853658536585366,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,2,1,5,5,2019-08-02 02:10:24,2019-08-02 02:10:24,1,1,1,0.7815533980582524,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,2,1,3,3,2019-08-05 15:59:58,2019-08-06 17:36:42,3,2,2,0.7777777777777778,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.612222222222226
4,0,0,28,1,5,5,2019-08-09 03:09:56,2019-08-09 03:09:56,1,1,1,0.7788461538461539,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,25,1,5,5,2019-08-10 02:02:00,2019-08-10 02:02:00,1,1,1,0.7799043062200957,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,15,1,5,5,2019-08-11 04:32:57,2019-08-11 04:32:57,1,1,1,0.780952380952381,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,4,1,5,5,2019-08-11 05:08:26,2019-08-11 05:08:26,1,1,1,0.7772511848341233,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,2,1,23,11,2019-08-14 15:19:09,2019-08-14 15:19:09,3,0,2,0.7735849056603774,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,56,1,5,5,2019-08-24 01:42:31,2019-08-24 01:42:31,1,1,1,0.7746478873239436,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,6,1,5,5,2019-08-24 01:46:19,2019-08-24 01:46:19,1,1,1,0.7757009345794392,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,24,1,5,5,2019-08-24 02:25:52,2019-08-24 02:25:52,1,1,1,0.772093023255814,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,6,1,5,5,2019-08-24 02:30:55,2019-08-24 02:30:55,1,1,1,0.7731481481481481,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,26,1,5,5,2019-08-24 02:36:01,2019-08-24 02:36:01,1,1,1,0.7741935483870968,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,2,1,20,20,2019-08-25 10:23:48,2019-08-25 10:23:48,2,0,0,0.7706422018348624,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,0,2,1,15,11,2019-09-15 14:53:50,2019-09-15 14:53:50,3,0,2,0.7671232876712328,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0,0,4,1,3,3,2019-09-23 22:04:09,2019-09-23 22:04:09,4,2,2,0.7681818181818182,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,59,1,5,5,2019-10-05 22:35:41,2019-10-05 22:35:41,4,1,1,0.7647058823529411,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0,0,1,1,5,5,2019-10-05 22:36:11,2019-10-05 22:36:11,4,1,1,0.7657657657657657,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,875,1,5,5,2019-10-07 00:21:02,2019-10-07 00:21:02,1,1,1,0.7623318385650224,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,372,1,5,5,2019-10-07 01:27:30,2019-10-07 01:27:30,1,1,1,0.7633928571428572,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0,70,1,5,5,2019-10-07 01:52:18,2019-10-07 01:52:18,1,1,1,0.7644444444444445,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
